t,x,y,z,yaw
20.5790,1.323378,-1.069299,1.341233,36.1269
20.5940,1.326860,-1.068708,1.340751,36.1248
20.6100,1.330381,-1.068213,1.340336,36.1095
20.6410,1.333920,-1.067772,1.340008,36.0607
20.6570,1.337290,-1.067631,1.340298,36.0937
20.6720,1.340898,-1.067256,1.340222,36.2644
20.7040,1.344744,-1.067018,1.340036,35.9758
20.7190,1.348804,-1.066696,1.339303,35.3451
20.7500,1.352624,-1.066463,1.338536,35.0276
20.7660,1.356006,-1.066274,1.337969,35.1976
20.7820,1.359107,-1.066033,1.337566,35.5935
20.7970,1.362218,-1.065791,1.336995,35.9745
20.8130,1.365404,-1.065449,1.336185,36.2749
20.8290,1.368378,-1.065541,1.335852,36.3929
20.8600,1.371559,-1.065432,1.335444,36.5198
20.8750,1.374758,-1.065329,1.335058,36.8377
20.8910,1.378411,-1.064947,1.334408,37.0995
20.9220,1.382167,-1.064543,1.333619,37.1887
20.9380,1.385946,-1.064198,1.332684,37.1090
20.9540,1.389583,-1.064019,1.331950,37.2278
20.9850,1.392963,-1.063955,1.331556,37.5831
21.0000,1.396345,-1.063944,1.331356,37.8908
21.0160,1.399846,-1.063964,1.331161,38.0283
21.0320,1.403113,-1.064030,1.330781,38.7239
21.0630,1.406569,-1.064018,1.330274,38.8515
21.0790,1.390616,-1.057142,1.323004,38.4847
21.0940,1.392687,-1.056502,1.322698,38.2406
21.1100,1.394597,-1.056150,1.322330,38.5070
21.1410,1.396617,-1.055721,1.322006,38.9083
21.1570,1.398856,-1.055045,1.321660,39.2342
21.1880,1.401030,-1.055478,1.319959,39.5749
21.1880,1.403365,-1.054570,1.318651,39.9622
21.2190,1.405374,-1.052631,1.318271,40.5242
21.2350,1.408560,-1.049868,1.319494,40.7875
21.2500,1.410844,-1.048467,1.320108,40.6154
21.2820,1.412651,-1.046800,1.319934,40.4952
21.3130,1.414955,-1.045827,1.319351,40.2291
21.3130,1.416710,-1.046126,1.317705,39.6334
21.3440,1.418676,-1.045526,1.316936,38.8019
21.3600,1.420636,-1.043968,1.316773,38.5600
21.3750,1.422743,-1.042076,1.316509,39.0995
21.3910,1.424721,-1.040113,1.316456,39.6945
21.4220,1.426529,-1.038354,1.315925,39.6315
21.4380,1.428148,-1.037120,1.315523,39.3219
21.4540,1.429722,-1.035447,1.315409,39.2479
21.4690,1.431326,-1.033757,1.315155,39.2231
21.5000,1.432986,-1.032141,1.314640,39.0994
21.5160,1.434606,-1.030865,1.314182,38.7681
21.5470,1.439849,-1.028767,1.316365,38.4841
21.5630,1.440694,-1.029054,1.316233,38.0023
21.5790,1.442358,-1.028253,1.316488,37.3457
21.6100,1.444747,-1.025440,1.317876,36.6357
21.6250,1.446197,-1.023327,1.318266,36.1344
21.6410,1.447799,-1.021115,1.318117,36.2316
21.6570,1.449546,-1.018502,1.317804,36.5275
21.6720,1.451173,-1.015951,1.317372,36.6348
21.6880,1.452564,-1.013784,1.317280,36.4460
21.7190,1.453924,-1.012012,1.317866,35.6690
21.7350,1.454897,-1.010728,1.318590,34.9476
21.7660,1.456285,-1.008285,1.317467,34.9209
21.7820,1.458125,-1.006659,1.316441,35.4703
21.7970,1.459774,-1.004021,1.315753,35.9977
21.8130,1.461445,-1.001911,1.315206,36.1843
21.8440,1.463080,-1.000180,1.315335,35.7529
21.8600,1.464667,-0.999194,1.315525,34.9642
21.8750,1.466247,-0.998363,1.315849,34.1429
21.9070,1.467842,-0.997264,1.316585,33.6063
21.9220,1.469582,-0.995844,1.316781,33.5134
21.9380,1.471375,-0.994402,1.317006,33.5469
21.9540,1.473158,-0.993231,1.317531,33.4996
21.9850,1.474985,-0.992322,1.318341,33.1982
22.0000,1.476845,-0.991654,1.319164,32.8228
22.0160,1.478802,-0.990938,1.319973,32.3800
22.0320,1.480932,-0.989944,1.320577,32.1828
22.0630,1.483293,-0.988593,1.320678,32.2640
22.0790,1.485903,-0.987007,1.320327,32.4120
22.1100,1.487510,-0.986228,1.320073,32.4353
22.1250,1.490294,-0.984956,1.319514,32.2839
22.1410,1.493103,-0.983890,1.318942,31.9043
22.1570,1.496062,-0.982794,1.318236,31.5249
22.1880,1.494045,-0.977127,1.315451,31.5796
22.2040,1.497014,-0.974359,1.315753,31.7942
22.2190,1.499637,-0.972298,1.315753,31.7480
22.2350,1.500918,-0.971374,1.315808,31.6046
22.2500,1.503111,-0.969634,1.315261,31.2582
22.2660,1.505186,-0.967632,1.314717,31.2625
22.2970,1.507254,-0.965418,1.314317,31.5594
22.3130,1.507063,-0.963483,1.314488,31.9260
22.3440,1.509943,-0.960320,1.313131,31.9653
22.3600,1.511762,-0.960028,1.311085,31.9659
22.3750,1.514580,-0.957590,1.310315,31.1929
22.4070,1.515429,-0.956858,1.309926,30.8083
22.4220,1.517003,-0.955296,1.310806,30.2669
22.4380,1.518818,-0.953679,1.310557,29.8770
22.4690,1.520762,-0.953240,1.309556,29.5825
22.4850,1.522964,-0.952019,1.308974,29.3554
22.5000,1.525274,-0.950657,1.308470,29.0865
22.5160,1.528845,-0.949705,1.309598,28.8451
22.5320,1.532138,-0.948435,1.310413,28.7610
22.5470,1.535252,-0.946911,1.310964,28.7880
22.5790,1.537946,-0.945479,1.310814,28.4753
22.5940,1.537989,-0.941134,1.310868,27.6546
22.6100,1.539963,-0.939913,1.310768,26.2783
22.6410,1.540913,-0.939503,1.310813,24.0933
22.6570,1.541886,-0.939344,1.310709,20.7749
22.6720,1.542676,-0.939220,1.310370,17.5612
22.6880,1.544370,-0.937984,1.310068,15.7414
22.7190,1.547262,-0.935267,1.309643,15.9163
22.7350,1.550078,-0.932185,1.309201,16.9667
22.7500,1.553091,-0.928884,1.308583,17.9312
22.7820,1.555358,-0.926572,1.308471,17.8273
22.7970,1.557505,-0.924473,1.308091,17.2760
22.8130,1.559579,-0.922285,1.307771,16.9924
22.8290,1.561886,-0.919699,1.307191,17.2263
22.8600,1.564451,-0.916793,1.306243,17.8879
22.8750,1.567076,-0.913845,1.305009,18.6025
22.8910,1.569578,-0.910961,1.303784,19.2044
22.9070,1.575622,-0.911594,1.301454,19.6042
22.9380,1.578126,-0.909505,1.300301,19.9780
22.9540,1.580439,-0.907556,1.299712,20.1071
22.9690,1.583294,-0.905815,1.298841,19.9873
23.0000,1.585758,-0.903848,1.297705,19.9699
23.0160,1.588531,-0.901966,1.296808,20.4061
23.0320,1.591060,-0.900210,1.295327,20.9609
23.0470,1.593491,-0.898536,1.293835,21.3685
23.0790,1.595774,-0.897105,1.292573,21.4724
23.0940,1.599482,-0.894956,1.291703,21.3903
23.1100,1.601785,-0.893746,1.290546,21.2304
23.1410,1.604935,-0.891945,1.289430,21.3841
23.1570,1.607705,-0.890214,1.288261,21.7714
23.1720,1.610259,-0.888521,1.287113,22.1367
23.1880,1.613195,-0.886507,1.286433,22.3699
23.2190,1.615793,-0.884853,1.285962,22.4902
23.2350,1.618298,-0.883510,1.285431,22.2606
23.2500,1.620840,-0.882389,1.284891,21.9257
23.2820,1.625679,-0.883275,1.282991,21.7007
23.2970,1.628800,-0.882130,1.281909,21.7822
23.3130,1.631960,-0.880676,1.281157,21.8922
23.3290,1.645766,-0.878939,1.278424,21.7273
23.3600,1.652065,-0.876966,1.277673,21.2333
23.3750,1.656465,-0.875254,1.276681,20.6594
23.4070,1.660900,-0.873761,1.275710,20.1818
23.4070,1.665410,-0.872290,1.274858,20.0251
23.4380,1.669943,-0.870486,1.274055,20.1068
23.4540,1.674471,-0.868769,1.273246,20.1865
23.4690,1.678937,-0.867242,1.272208,19.9937
23.5000,1.683332,-0.865976,1.271023,19.5469
23.5160,1.673560,-0.869399,1.273652,18.8624
23.5320,1.675278,-0.870286,1.273407,18.3297
23.5470,1.678191,-0.869641,1.272874,18.0854
23.5790,1.681182,-0.868600,1.272210,18.0369
23.5940,1.686435,-0.868880,1.272297,18.0103
23.6100,1.689662,-0.868517,1.271414,17.8776
23.6410,1.692560,-0.868122,1.270572,17.5673
23.6570,1.695244,-0.867558,1.269869,17.3601
23.6880,1.697498,-0.867403,1.269552,17.2500
23.6880,1.700289,-0.866468,1.269217,17.3597
23.7190,1.704917,-0.862192,1.269235,17.6558
23.7350,1.708057,-0.860651,1.268839,17.7168
23.7500,1.710977,-0.859627,1.268305,17.3770
23.7660,1.713675,-0.858720,1.267985,16.6904
23.7970,1.716372,-0.857818,1.267824,16.2775
23.8130,1.719118,-0.856525,1.267534,16.0759
23.8440,1.720980,-0.856109,1.266998,15.9381
23.8600,1.723474,-0.855466,1.266585,15.9358
23.8750,1.727189,-0.852482,1.265913,15.9254
23.8910,1.730283,-0.850773,1.265577,15.8148
23.9070,1.733297,-0.850397,1.264459,15.8622
23.9380,1.735354,-0.846285,1.263533,15.9080
23.9540,1.739107,-0.845401,1.262758,15.8862
23.9690,1.742436,-0.844370,1.262148,15.8496
24.0000,1.744160,-0.844935,1.262094,15.6498
24.0160,1.748606,-0.843782,1.261595,15.8631
24.0320,1.750818,-0.837856,1.260573,16.1383
24.0470,1.753447,-0.838771,1.260048,16.4053
24.0790,1.756662,-0.837358,1.259289,16.3006
24.0940,1.758133,-0.836881,1.259116,16.1651
24.1100,1.759000,-0.832599,1.258388,15.8813
24.1410,1.760753,-0.830715,1.259077,15.9197
24.1570,1.769096,-0.832188,1.258612,16.3243
24.1720,1.774541,-0.830725,1.257713,16.3278
24.1880,1.776335,-0.830373,1.257271,16.1644
24.2190,1.780126,-0.826547,1.255723,15.7971
24.2350,1.783619,-0.825200,1.254894,15.6468
24.2500,1.787141,-0.823759,1.254570,15.7423
24.2820,1.790650,-0.822407,1.254417,15.8289
24.2970,1.797998,-0.823005,1.255766,15.7854
24.3290,1.802271,-0.822780,1.255733,15.5679
24.3440,1.804913,-0.827354,1.254839,15.1823
24.3600,1.807882,-0.827950,1.254558,15.1956
24.3750,1.813706,-0.826702,1.255201,15.3339
24.3910,1.815286,-0.826221,1.255170,15.6272
24.4070,1.818552,-0.825712,1.255231,16.1687
24.4380,1.821855,-0.825444,1.255073,16.7025
24.4540,1.825251,-0.824959,1.255198,16.9645
24.4690,1.828397,-0.825140,1.255351,17.2032
24.5000,1.831729,-0.825446,1.256266,17.3922
24.5160,1.834401,-0.825143,1.258303,17.8403
24.5320,1.837380,-0.825202,1.259379,18.3809
24.5470,1.840423,-0.825578,1.260365,18.7911
24.5790,1.843076,-0.825953,1.260674,18.9651
24.5940,1.845653,-0.826418,1.261281,19.1909
24.6100,1.848296,-0.826893,1.262561,19.6382
24.6410,1.850905,-0.826823,1.265066,20.1502
24.6570,1.853478,-0.827165,1.266762,20.6051
24.6720,1.853002,-0.823999,1.265810,21.0284
24.6880,1.858299,-0.825162,1.266460,21.3063
24.7190,1.862779,-0.825336,1.266786,21.4222
24.7350,1.865839,-0.826332,1.267312,21.5792
24.7500,1.868976,-0.826411,1.267207,21.7717
24.7820,1.871979,-0.827214,1.267921,22.1325
24.7970,1.874999,-0.828016,1.268655,22.5556
24.8130,1.877980,-0.828953,1.269261,22.7747
24.8290,1.873432,-0.833172,1.270406,22.6413
24.8600,1.875310,-0.834140,1.270488,22.5720
24.8750,1.877481,-0.835584,1.270744,22.5682
24.9070,1.879474,-0.836689,1.271052,22.6683
24.9220,1.880845,-0.837921,1.271478,22.8838
24.9380,1.882606,-0.838347,1.272133,23.2480
24.9540,1.884321,-0.838875,1.272886,23.6265
24.9690,1.885926,-0.839116,1.273599,23.7824
25.0000,1.887464,-0.839467,1.274336,23.8153
25.0160,1.888997,-0.839797,1.275008,23.8469
25.0320,1.890544,-0.839879,1.275800,24.0439
25.0470,1.892227,-0.839837,1.276599,24.4965
25.0790,1.894061,-0.839665,1.277367,25.0320
25.0940,1.895780,-0.839431,1.278044,25.3679
25.1100,1.897470,-0.839233,1.278511,25.5336
25.1410,1.899255,-0.839137,1.278645,25.6911
25.1570,1.901159,-0.839015,1.278523,25.8302
25.1720,1.903027,-0.838714,1.278300,25.9822
25.1880,1.907737,-0.839644,1.280007,26.4024
25.2190,1.909045,-0.838984,1.279578,26.5296
25.2350,1.910248,-0.837872,1.279443,26.7360
25.2500,1.911306,-0.836519,1.279541,27.1502
25.2820,1.919836,-0.839639,1.283675,27.8652
25.2970,1.922358,-0.838303,1.284905,28.7444
25.3130,1.923754,-0.836655,1.285294,29.9119
25.3440,1.925341,-0.834819,1.285359,31.5267
25.3600,1.927328,-0.832899,1.285210,33.0594
25.3750,1.929064,-0.831246,1.285570,34.5223
25.3910,1.931003,-0.830088,1.285915,35.6324
25.4070,1.933109,-0.829050,1.285832,36.2254
25.4380,1.935027,-0.828485,1.285696,36.1284
25.4540,1.935609,-0.827255,1.284003,35.6820
25.4850,1.936031,-0.826720,1.283435,35.5960
25.5000,1.935693,-0.827178,1.283396,36.0717
25.5160,1.937045,-0.824017,1.282605,37.6473
25.5320,1.937531,-0.823250,1.281298,37.9964
25.5470,1.939817,-0.818704,1.278601,37.6742
25.5790,1.941041,-0.817631,1.276963,37.5351
25.5940,1.942576,-0.816448,1.276281,38.3460
25.6100,1.944203,-0.815095,1.275642,39.2240
25.6250,1.945813,-0.814100,1.275209,39.7381
25.6570,1.946650,-0.812660,1.275748,40.7831
25.6720,1.948509,-0.808812,1.275491,42.0906
25.6880,1.948977,-0.807857,1.275371,42.8387
25.7190,1.944165,-0.813877,1.275758,43.9083
25.7350,1.945838,-0.812984,1.275910,44.9090
25.7500,1.945421,-0.809013,1.274338,45.6259
25.7660,1.946231,-0.810275,1.273829,46.6282
25.7970,1.946629,-0.807348,1.272989,47.7243
25.8130,1.947442,-0.808478,1.273113,49.0325
25.8290,1.948223,-0.806623,1.273093,50.5201
25.8600,1.949538,-0.806166,1.273247,52.3521
25.8750,1.949269,-0.807179,1.274239,54.3479
25.8910,1.950406,-0.807441,1.273557,56.3578
25.9070,1.951428,-0.807589,1.273204,58.0325
25.9380,1.952536,-0.807402,1.273306,59.2323
25.9540,1.953787,-0.807152,1.273591,59.7752
25.9690,1.961461,-0.812140,1.277853,59.8528
26.0000,1.964345,-0.812786,1.278995,59.6051
26.0160,1.964424,-0.810515,1.279908,59.7159
26.0320,1.966612,-0.811045,1.281663,60.1947
26.0470,1.968933,-0.811521,1.283661,60.5652
26.0790,1.971453,-0.811968,1.285888,60.8483
26.0940,1.973521,-0.811740,1.286504,60.8212
26.1100,1.978926,-0.813231,1.289480,60.7638
26.1410,1.982388,-0.813949,1.291769,60.5787
26.1570,1.981074,-0.819684,1.292064,60.2268
26.1720,1.980629,-0.819672,1.292593,60.0954
26.1880,1.982981,-0.819668,1.293236,60.0646
26.2190,1.988453,-0.821643,1.294791,60.1146
26.2350,1.990564,-0.826489,1.296216,60.2130
26.2500,1.992740,-0.829031,1.298161,60.2130
26.2660,1.995923,-0.830769,1.299342,60.3510
26.2970,1.999137,-0.832552,1.300492,60.5970
26.3130,2.001859,-0.829764,1.299276,60.6898
26.3290,2.001496,-0.834116,1.301074,60.7557
26.3600,2.004669,-0.835533,1.302005,60.7637
26.3750,2.007866,-0.836989,1.302912,60.9077
26.3910,2.010540,-0.839432,1.304144,61.2395
26.4220,2.013583,-0.841487,1.305173,61.6264
26.4380,2.016913,-0.843465,1.306130,61.8762
26.4540,2.020285,-0.845824,1.306987,62.1272
26.4690,2.023936,-0.848239,1.307872,62.3590
26.4850,2.027752,-0.850530,1.308863,62.7080
26.5160,2.032574,-0.853342,1.310033,63.0531
26.5320,2.036871,-0.855734,1.311012,63.2942
26.5470,2.041346,-0.858232,1.311832,63.5513
26.5790,2.046833,-0.858259,1.312207,63.8066
26.5940,2.051614,-0.860838,1.313450,64.1512
26.6100,2.056541,-0.863422,1.314645,64.5179
26.6250,2.061652,-0.865988,1.315722,64.9020
26.6570,2.066986,-0.868638,1.317853,65.2036
26.6720,2.072578,-0.871189,1.319318,65.4775
26.6880,2.078361,-0.873698,1.320918,65.6734
26.7190,2.084246,-0.876180,1.322460,65.8419
26.7350,2.090091,-0.878638,1.323928,66.1789
26.7500,2.095822,-0.881058,1.325392,66.6982
26.7660,2.096310,-0.892472,1.325889,67.4783
26.7970,2.101699,-0.895621,1.327345,67.9246
26.8130,2.107420,-0.898820,1.328929,68.1828
26.8290,2.113258,-0.902023,1.330502,68.3270
26.8600,2.118996,-0.905194,1.331950,68.6073
26.8750,2.124660,-0.908307,1.333155,68.9947
26.8910,2.130129,-0.911335,1.334118,69.4621
26.9070,2.135633,-0.914349,1.335052,69.9824
26.9380,2.141222,-0.917392,1.335991,70.5044
26.9540,2.146788,-0.920424,1.336914,71.0806
26.9690,2.152282,-0.923424,1.337801,71.7179
26.9850,2.157732,-0.926378,1.338544,72.3318
27.0160,2.163098,-0.929349,1.338972,73.0344
27.0320,2.167947,-0.932243,1.339192,74.0369
27.0630,2.170881,-0.940372,1.338174,74.9606
27.0790,2.178362,-0.945470,1.338777,75.8932
27.0940,2.183777,-0.949108,1.339262,76.4195
27.1100,2.189223,-0.952539,1.339596,76.8623
27.1250,2.194666,-0.955847,1.339838,77.2611
27.1570,2.200082,-0.959153,1.340309,77.8358
27.1720,2.205699,-0.962552,1.341007,78.4631
27.1880,2.210978,-0.965781,1.341524,79.1708
27.2190,2.216013,-0.963179,1.343953,79.6467
27.2350,2.221133,-0.966334,1.344373,79.7136
27.2500,2.224267,-0.967356,1.344832,79.6678
27.2660,2.229178,-0.970618,1.345374,79.6867
27.2970,2.233775,-0.973654,1.346100,79.9279
27.3130,2.238354,-0.976502,1.346964,80.2969
27.3290,2.243007,-0.979380,1.348097,80.8662
27.3600,2.247468,-0.982647,1.349007,81.7743
27.3750,2.251744,-0.985716,1.349803,82.8078
27.3910,2.255305,-0.989711,1.350053,83.4698
27.4070,2.259273,-0.993035,1.350696,83.5781
27.4380,2.263910,-0.995660,1.351193,83.5794
27.4540,2.268228,-0.998662,1.351788,83.7800
27.4690,2.272337,-1.001703,1.352481,84.2197
27.4850,2.276673,-1.005198,1.353563,84.6564
27.5160,2.280722,-1.007957,1.354234,85.0894
27.5320,2.285128,-1.011551,1.355116,85.5292
27.5470,2.289243,-1.014952,1.355953,85.9484
27.5790,2.293288,-1.017481,1.356510,86.1440
27.5940,2.297374,-1.019849,1.357081,86.1536
27.6100,2.301252,-1.023452,1.358178,86.1788
27.6250,2.306655,-1.025572,1.358426,86.3011
27.6570,2.310376,-1.028354,1.358751,86.3869
27.6880,2.314825,-1.030877,1.359152,86.5006
27.6880,2.318851,-1.032263,1.359329,86.6002
27.7190,2.323510,-1.035156,1.358952,86.6051
27.7350,2.327968,-1.037912,1.359323,86.6403
27.7500,2.332500,-1.041538,1.360016,86.6629
27.7660,2.336395,-1.043694,1.360215,86.8082
27.7970,2.340178,-1.045850,1.360413,87.0666
27.8130,2.343823,-1.047965,1.360578,87.3880
27.8290,2.347303,-1.049951,1.360901,87.5919
27.8440,2.350838,-1.051770,1.360988,87.6592
27.8750,2.354339,-1.053495,1.361082,87.6706
27.8910,2.363486,-1.059576,1.366014,87.6848
27.9070,2.367633,-1.061634,1.366521,87.6362
27.9380,2.371249,-1.063562,1.366977,87.6753
27.9540,2.374851,-1.065518,1.367684,87.8485
27.9690,2.378317,-1.067437,1.368371,88.1250
27.9850,2.381652,-1.069310,1.369001,88.4560
28.0160,2.384938,-1.069037,1.367211,88.8406
28.0320,2.383851,-1.071982,1.366664,89.2446
28.0470,2.384509,-1.073772,1.368086,89.3881
28.0790,2.386557,-1.076238,1.368171,89.5166
28.0940,2.388756,-1.076291,1.368240,89.6704
28.1100,2.394750,-1.079591,1.370456,89.8016
28.1250,2.396857,-1.080530,1.371029,89.8936
28.1570,2.399361,-1.081239,1.371087,90.0419
28.1720,2.402471,-1.082846,1.371054,90.1911
28.1880,2.405081,-1.083388,1.371077,90.2114
28.2040,2.408104,-1.083843,1.370586,90.1377
28.2350,2.410797,-1.084233,1.370758,90.1309
28.2500,2.413597,-1.084538,1.370420,90.0861
28.2660,2.414435,-1.086498,1.371885,90.0448
28.2970,2.416261,-1.086782,1.371817,90.0403
28.3130,2.418522,-1.087307,1.372099,89.9940
28.3290,2.420705,-1.087617,1.372399,90.0314
28.3440,2.422842,-1.087851,1.372725,90.0233
28.3750,2.424762,-1.088851,1.372993,89.9877
28.3910,2.426807,-1.089304,1.373310,90.1361
28.4070,2.428906,-1.089639,1.373705,90.3251
28.4380,2.431043,-1.089685,1.374169,90.3889
28.4540,2.434071,-1.090247,1.374736,90.2709
28.4690,2.436455,-1.090028,1.374955,90.2421
28.4850,2.438831,-1.090024,1.375164,90.1819
28.5160,2.441257,-1.089773,1.375227,90.1794
28.5320,2.443736,-1.089527,1.375324,90.2055
28.5470,2.446220,-1.088978,1.375354,90.2394
28.5630,2.449099,-1.088216,1.374923,90.2040
28.5940,2.452876,-1.086546,1.375089,90.0344
28.6100,2.453519,-1.085952,1.374854,90.0822
28.6250,2.455880,-1.084607,1.374614,90.1095
28.6570,2.458608,-1.082908,1.374464,90.0405
28.6720,2.461164,-1.081115,1.374286,90.0618
28.6880,2.463725,-1.079135,1.374063,90.1919
28.7190,2.466403,-1.076907,1.373859,90.2343
28.7350,2.469191,-1.074409,1.373759,90.1081
28.7500,2.471973,-1.071759,1.373778,90.0213
28.7660,2.474729,-1.071344,1.374426,90.1641
28.7970,2.477685,-1.069130,1.375152,90.4648
28.8130,2.482602,-1.065382,1.376040,90.7762
28.8440,2.484119,-1.063975,1.376537,90.8098
28.8440,2.487674,-1.061119,1.377276,90.7754
28.8750,2.490675,-1.058326,1.379089,90.8246
28.8910,2.493169,-1.053599,1.379407,91.2954
28.9070,2.495735,-1.050760,1.380663,91.7628
28.9380,2.500645,-1.047862,1.382173,92.0453
28.9540,2.504557,-1.042663,1.382989,92.1930
28.9690,2.507815,-1.039124,1.384506,92.3123
28.9850,2.510743,-1.035561,1.386096,92.5218
29.0160,2.509712,-1.037388,1.388738,92.7168
29.0320,2.514141,-1.035519,1.391547,92.6610
29.0470,2.516407,-1.033756,1.393881,92.6411
29.0630,2.519160,-1.029613,1.396386,92.7509
29.0940,2.520878,-1.027562,1.398239,93.0098
29.1100,2.522319,-1.025593,1.400041,93.4205
29.1250,2.525644,-1.023902,1.401054,93.6654
29.1570,2.527346,-1.021962,1.402303,93.7574
29.1720,2.529368,-1.019539,1.403677,93.5926
29.1880,2.531315,-1.017142,1.404963,93.4228
29.2040,2.534616,-1.015332,1.404498,93.3149
29.2350,2.536437,-1.013206,1.405178,93.3323
29.2500,2.538570,-1.011277,1.405205,93.3605
29.2660,2.540487,-1.008451,1.405951,93.6170
29.2970,2.542132,-1.006364,1.406194,93.6719
29.3130,2.543752,-1.004204,1.406297,93.5987
29.3290,2.545279,-1.002037,1.406160,93.5312
29.3600,2.546686,-0.999908,1.405765,93.5803
29.3750,2.548437,-0.996696,1.406260,93.7822
29.3910,2.550009,-0.993926,1.406428,93.7922
29.4070,2.551602,-0.991056,1.406466,93.7760
29.4380,2.553309,-0.984190,1.408718,93.7883
29.4540,2.555926,-0.979823,1.408592,93.7344
29.4690,2.556730,-0.978206,1.408435,93.6960
29.4850,2.558740,-0.975302,1.406872,93.4386
29.5160,2.560212,-0.971762,1.406837,93.4048
29.5320,2.561498,-0.969468,1.405886,93.5622
29.5470,2.563864,-0.966043,1.403986,93.5602
29.5790,2.564610,-0.964265,1.402712,93.4365
29.5940,2.567094,-0.959186,1.402803,93.4311
29.6100,2.568708,-0.956011,1.402244,93.7003
29.6250,2.570235,-0.953733,1.402053,94.0729
29.6570,2.572430,-0.950863,1.401323,94.2897
29.6720,2.574019,-0.948044,1.401186,94.5018
29.6880,2.575648,-0.945342,1.401254,94.7501
29.7040,2.576781,-0.943822,1.401881,95.0390
29.7350,2.578477,-0.941335,1.402192,95.1865
29.7500,2.580230,-0.938907,1.402480,95.3117
29.7660,2.581946,-0.936930,1.402582,95.6225
29.7970,2.583845,-0.934888,1.402856,96.0093
29.8130,2.587168,-0.933638,1.403777,96.2491
29.8290,2.588786,-0.932460,1.403985,96.4947
29.8600,2.591265,-0.930096,1.404353,96.6179
29.8750,2.593325,-0.928282,1.404369,96.9129
29.8910,2.596303,-0.926729,1.404075,97.3224
29.9070,2.598567,-0.925016,1.403978,97.8016
29.9220,2.600922,-0.923225,1.403983,98.1788
29.9540,2.603359,-0.921384,1.404076,98.6130
29.9690,2.605919,-0.919456,1.404211,98.9865
29.9850,2.608603,-0.917366,1.404344,99.0394
30.0160,2.611310,-0.915244,1.404510,99.0367
30.0320,2.613955,-0.913301,1.404760,99.2233
30.0470,2.616515,-0.911619,1.405166,99.6867
30.0630,2.618905,-0.912748,1.407104,100.2773
30.0940,2.621867,-0.911796,1.408287,100.6952
30.1100,2.624832,-0.910466,1.409133,100.8682
30.1250,2.627774,-0.908988,1.409918,100.9342
30.1570,2.630687,-0.907606,1.410529,101.3089
30.1720,2.633785,-0.907182,1.410009,101.7788
30.1880,2.636811,-0.905712,1.410667,102.0134
30.2190,2.639692,-0.903399,1.412399,102.2433
30.2350,2.642278,-0.902181,1.412803,102.5600
30.2500,2.645637,-0.900945,1.413597,102.6843
30.2660,2.648593,-0.899638,1.414158,102.6281
30.2970,2.652480,-0.898236,1.414180,102.7052
30.3130,2.655427,-0.897012,1.414602,103.0304
30.3290,2.658781,-0.895612,1.414085,103.3688
30.3440,2.661818,-0.894159,1.413756,103.7078
30.3750,2.664695,-0.892622,1.413507,103.6867
30.4070,2.667406,-0.891112,1.413280,103.8381
30.4070,2.668701,-0.892843,1.412279,104.2250
30.4380,2.670834,-0.892430,1.411727,104.4388
30.4540,2.672138,-0.888662,1.414459,104.2961
30.4690,2.674269,-0.887166,1.414693,104.3984
30.4850,2.675947,-0.885715,1.414711,104.7611
30.5160,2.678287,-0.884714,1.413763,105.3423
30.5320,2.679993,-0.882700,1.414381,105.7525
30.5470,2.681284,-0.881206,1.414355,106.0449
30.5630,2.682477,-0.879695,1.414142,106.2741
30.5940,2.684740,-0.878074,1.413239,106.5081
30.6100,2.685780,-0.876541,1.412970,106.8746
30.6250,2.687397,-0.874686,1.411918,107.0546
30.6570,2.686186,-0.873581,1.413231,107.2568
30.6720,2.686450,-0.872258,1.413026,107.4721
30.6880,2.688974,-0.871364,1.412600,107.5814
30.7040,2.689506,-0.869873,1.412515,107.7399
30.7350,2.689976,-0.868296,1.412527,107.7862
30.7500,2.690354,-0.866607,1.412723,107.8098
30.7660,2.689665,-0.866142,1.412574,107.8804
30.7970,2.688919,-0.863694,1.413897,107.9547
30.8130,2.689486,-0.862033,1.414259,108.0698
30.8290,2.689057,-0.861311,1.414175,108.1810
30.8440,2.691001,-0.858876,1.414400,108.0785
30.8750,2.689288,-0.856601,1.415522,108.0722
30.8910,2.689118,-0.855610,1.415540,108.1038
30.9070,2.688513,-0.853532,1.415506,108.1691
30.9220,2.686528,-0.850143,1.414986,108.2436
30.9540,2.686078,-0.847680,1.414667,108.0995
30.9690,2.684649,-0.845122,1.414257,108.0210
30.9850,2.683257,-0.842538,1.413826,108.0718
31.0160,2.681699,-0.839856,1.413333,108.0463
31.0320,2.680811,-0.838436,1.413071,107.9515
31.0470,2.678958,-0.835510,1.412575,107.6574
31.0790,2.677130,-0.832562,1.412264,107.4201
31.0940,2.676433,-0.830364,1.411972,107.3344
31.1100,2.674198,-0.827722,1.411874,107.3149
31.1250,2.671077,-0.825270,1.412447,107.1540
31.1570,2.668648,-0.822521,1.412568,107.0849
31.1720,2.666079,-0.819669,1.412583,107.0428
31.2040,2.663464,-0.816619,1.412631,106.8359
31.2190,2.661190,-0.813403,1.412853,106.6226
31.2350,2.659403,-0.811397,1.413948,106.5186
31.2500,2.658305,-0.808201,1.413394,106.3354
31.2660,2.655704,-0.804950,1.413906,106.1103
31.2970,2.653076,-0.801780,1.414563,105.8554
31.3130,2.650335,-0.798783,1.415295,105.6671
